id,severity,confidence,area,file,line,title,why_it_matters,suggested_fix,source
SM-AUD-0302,P2,static,numeric-cast,semantic-memory/reference/chunk.rs,85,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0303,P2,static,numeric-cast,semantic-memory/reference/chunk.rs,87,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0304,P2,static,numeric-cast,semantic-memory/reference/chunk.rs,88,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0305,P2,static,numeric-cast,semantic-memory/reference/chunk.rs,89,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0306,P2,static,numeric-cast,semantic-memory/reference/chunk.rs,105,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0307,P2,static,numeric-cast,semantic-memory/reference/chunk.rs,107,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0308,P2,static,error-default,semantic-memory/reference/chunk.rs,293,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0309,P2,static,error-default,semantic-memory/reference/chunk.rs,305,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0310,P2,static,error-default,semantic-memory/reference/chunk.rs,316,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0311,P2,static,error-default,semantic-memory/reference/chunk.rs,402,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0312,P1,static,dynamic-sql,semantic-memory/reference/chunk.rs,485,Dynamic SQL construction should be whitelisted,Identifier or limit formatting is safe only if all inputs are trusted and bounded.,Use whitelisted enums for identifiers and bind parameters for values.,pattern:dynamic-sql
SM-AUD-0313,P2,static,error-default,semantic-memory/reference/chunk.rs,496,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0314,P2,static,hashmap-order,semantic-memory/reference/hybrid_search.rs,4,HashMap order should be audited in deterministic surfaces,HashMap iteration order is nondeterministic and can affect receipts/scores if not sorted before output.,Sort before output or use BTreeMap where deterministic ordering matters.,pattern:hashmap-order
SM-AUD-0315,P2,static,numeric-cast,semantic-memory/reference/hybrid_search.rs,42,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0316,P2,static,hashmap-order,semantic-memory/reference/hybrid_search.rs,81,HashMap order should be audited in deterministic surfaces,HashMap iteration order is nondeterministic and can affect receipts/scores if not sorted before output.,Sort before output or use BTreeMap where deterministic ordering matters.,pattern:hashmap-order
SM-AUD-0317,P2,static,numeric-cast,semantic-memory/reference/hybrid_search.rs,84,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0318,P2,static,numeric-cast,semantic-memory/reference/hybrid_search.rs,92,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0319,P2,static,error-default,semantic-memory/reference/hybrid_search.rs,104,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0320,P2,static,numeric-cast,semantic-memory/reference/hybrid_search.rs,125,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0321,P2,static,error-default,semantic-memory/src/chunker.rs,173,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0322,P2,static,error-default,semantic-memory/src/chunker.rs,195,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0323,P2,static,error-default,semantic-memory/src/chunker.rs,204,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0324,P2,static,runtime-clock,semantic-memory/src/conversation.rs,63,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0325,P2,static,numeric-cast,semantic-memory/src/conversation.rs,85,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0326,P2,static,error-default,semantic-memory/src/conversation.rs,172,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0327,P2,static,numeric-cast,semantic-memory/src/conversation.rs,191,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0328,P2,static,runtime-clock,semantic-memory/src/conversation.rs,251,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0329,P2,static,runtime-clock,semantic-memory/src/conversation.rs,319,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0330,P2,static,numeric-cast,semantic-memory/src/conversation.rs,392,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0331,P2,static,numeric-cast,semantic-memory/src/conversation.rs,399,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0332,P2,static,runtime-clock,semantic-memory/src/conversation.rs,433,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0333,P2,static,numeric-cast,semantic-memory/src/conversation.rs,564,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0334,P2,static,numeric-cast,semantic-memory/src/conversation.rs,629,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0335,P2,static,error-default,semantic-memory/src/conversation.rs,638,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0336,P2,static,error-default,semantic-memory/src/conversation.rs,672,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0337,P2,static,runtime-clock,semantic-memory/src/db.rs,16,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0338,P2,static,runtime-clock,semantic-memory/src/db.rs,17,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0339,P2,static,runtime-clock,semantic-memory/src/db.rs,29,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0340,P2,static,runtime-clock,semantic-memory/src/db.rs,43,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0341,P2,static,runtime-clock,semantic-memory/src/db.rs,44,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0342,P2,static,runtime-clock,semantic-memory/src/db.rs,69,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0343,P2,static,runtime-clock,semantic-memory/src/db.rs,80,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0344,P2,static,runtime-clock,semantic-memory/src/db.rs,102,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0345,P2,static,runtime-clock,semantic-memory/src/db.rs,161,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0346,P2,static,runtime-clock,semantic-memory/src/db.rs,171,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0347,P2,static,runtime-clock,semantic-memory/src/db.rs,194,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0348,P1,static,insert-or-ignore,semantic-memory/src/db.rs,197,INSERT OR IGNORE can hide duplicate/constraint bugs,Ignored inserts can silently discard data or ordinal metadata.,Validate duplicates before insert or assert affected row count where required.,pattern:insert-or-ignore
SM-AUD-0349,P1,static,insert-or-ignore,semantic-memory/src/db.rs,208,INSERT OR IGNORE can hide duplicate/constraint bugs,Ignored inserts can silently discard data or ordinal metadata.,Validate duplicates before insert or assert affected row count where required.,pattern:insert-or-ignore
SM-AUD-0350,P2,static,runtime-clock,semantic-memory/src/db.rs,297,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0351,P2,static,runtime-clock,semantic-memory/src/db.rs,298,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0352,P1,static,insert-or-ignore,semantic-memory/src/db.rs,370,INSERT OR IGNORE can hide duplicate/constraint bugs,Ignored inserts can silently discard data or ordinal metadata.,Validate duplicates before insert or assert affected row count where required.,pattern:insert-or-ignore
SM-AUD-0353,P1,static,dynamic-sql,semantic-memory/src/db.rs,558,Dynamic SQL construction should be whitelisted,Identifier or limit formatting is safe only if all inputs are trusted and bounded.,Use whitelisted enums for identifiers and bind parameters for values.,pattern:dynamic-sql
SM-AUD-0354,P1,static,dynamic-sql,semantic-memory/src/db.rs,581,Dynamic SQL construction should be whitelisted,Identifier or limit formatting is safe only if all inputs are trusted and bounded.,Use whitelisted enums for identifiers and bind parameters for values.,pattern:dynamic-sql
SM-AUD-0355,P2,static,runtime-clock,semantic-memory/src/db.rs,594,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0356,P2,static,error-default,semantic-memory/src/db.rs,605,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0357,P2,static,error-default,semantic-memory/src/db.rs,652,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0358,P1,static,dynamic-sql,semantic-memory/src/db.rs,653,Dynamic SQL construction should be whitelisted,Identifier or limit formatting is safe only if all inputs are trusted and bounded.,Use whitelisted enums for identifiers and bind parameters for values.,pattern:dynamic-sql
SM-AUD-0359,P1,static,dynamic-sql,semantic-memory/src/db.rs,705,Dynamic SQL construction should be whitelisted,Identifier or limit formatting is safe only if all inputs are trusted and bounded.,Use whitelisted enums for identifiers and bind parameters for values.,pattern:dynamic-sql
SM-AUD-0360,P1,static,dynamic-sql,semantic-memory/src/db.rs,715,Dynamic SQL construction should be whitelisted,Identifier or limit formatting is safe only if all inputs are trusted and bounded.,Use whitelisted enums for identifiers and bind parameters for values.,pattern:dynamic-sql
SM-AUD-0361,P2,static,error-default,semantic-memory/src/db.rs,735,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0362,P2,static,runtime-clock,semantic-memory/src/db.rs,752,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0363,P1,confirmed,bytemuck-storage,semantic-memory/src/db.rs,788,Storage byte cast is alignment/endian fragile,Casting SQLite bytes into f32 assumes alignment/native endian and can fail or misdecode.,Decode storage bytes via from_le_bytes/db::bytes_to_embedding.,pattern:bytemuck-storage
SM-AUD-0364,P2,static,error-default,semantic-memory/src/db.rs,807,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0365,P2,static,runtime-clock,semantic-memory/src/db.rs,828,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0366,P2,static,runtime-clock,semantic-memory/src/db.rs,834,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0367,P2,static,error-default,semantic-memory/src/db.rs,863,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0368,P2,static,numeric-cast,semantic-memory/src/db.rs,887,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0369,P2,static,error-default,semantic-memory/src/db.rs,903,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0370,P2,static,numeric-cast,semantic-memory/src/db.rs,911,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0371,P2,static,runtime-clock,semantic-memory/src/db.rs,926,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0372,P2,static,error-default,semantic-memory/src/db.rs,1023,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0373,P2,static,error-default,semantic-memory/src/db.rs,1197,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0374,P2,static,error-default,semantic-memory/src/db.rs,1392,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0375,P1,static,dynamic-sql,semantic-memory/src/db.rs,1400,Dynamic SQL construction should be whitelisted,Identifier or limit formatting is safe only if all inputs are trusted and bounded.,Use whitelisted enums for identifiers and bind parameters for values.,pattern:dynamic-sql
SM-AUD-0376,P2,static,error-default,semantic-memory/src/db.rs,1401,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0377,P1,static,zip-truncate,semantic-memory/src/documents.rs,70,zip iteration can silently truncate mismatched collections,"zip stops at the shorter collection, which is dangerous for batch write/update paths.",Pre-check lengths before zip unless truncation is intentional and documented.,pattern:zip-truncate
SM-AUD-0378,P2,static,numeric-cast,semantic-memory/src/documents.rs,78,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0379,P2,static,numeric-cast,semantic-memory/src/documents.rs,80,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0380,P2,static,numeric-cast,semantic-memory/src/documents.rs,168,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0381,P2,static,numeric-cast,semantic-memory/src/documents.rs,187,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0382,P2,static,numeric-cast,semantic-memory/src/documents.rs,195,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0383,P1,static,dynamic-sql,semantic-memory/src/documents.rs,234,Dynamic SQL construction should be whitelisted,Identifier or limit formatting is safe only if all inputs are trusted and bounded.,Use whitelisted enums for identifiers and bind parameters for values.,pattern:dynamic-sql
SM-AUD-0384,P1,static,zip-truncate,semantic-memory/src/documents.rs,324,zip iteration can silently truncate mismatched collections,"zip stops at the shorter collection, which is dangerous for batch write/update paths.",Pre-check lengths before zip unless truncation is intentional and documented.,pattern:zip-truncate
SM-AUD-0385,P2,static,error-default,semantic-memory/src/documents.rs,330,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0386,P2,static,error-default,semantic-memory/src/documents.rs,426,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0387,P2,static,error-default,semantic-memory/src/embedder.rs,127,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0388,P2,static,numeric-cast,semantic-memory/src/embedder.rs,179,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0389,P2,static,numeric-cast,semantic-memory/src/embedder.rs,250,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0390,P2,static,numeric-cast,semantic-memory/src/embedder.rs,251,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0391,P2,static,runtime-clock,semantic-memory/src/episodes.rs,90,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0392,P2,static,error-default,semantic-memory/src/episodes.rs,167,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0393,P2,static,runtime-clock,semantic-memory/src/episodes.rs,191,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0394,P2,static,runtime-clock,semantic-memory/src/episodes.rs,231,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0395,P1,static,insert-or-ignore,semantic-memory/src/episodes.rs,285,INSERT OR IGNORE can hide duplicate/constraint bugs,Ignored inserts can silently discard data or ordinal metadata.,Validate duplicates before insert or assert affected row count where required.,pattern:insert-or-ignore
SM-AUD-0396,P2,static,numeric-cast,semantic-memory/src/episodes.rs,287,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0397,P2,static,runtime-clock,semantic-memory/src/episodes.rs,369,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0398,P1,static,dynamic-sql,semantic-memory/src/episodes.rs,410,Dynamic SQL construction should be whitelisted,Identifier or limit formatting is safe only if all inputs are trusted and bounded.,Use whitelisted enums for identifiers and bind parameters for values.,pattern:dynamic-sql
SM-AUD-0399,P1,static,dynamic-sql,semantic-memory/src/episodes.rs,414,Dynamic SQL construction should be whitelisted,Identifier or limit formatting is safe only if all inputs are trusted and bounded.,Use whitelisted enums for identifiers and bind parameters for values.,pattern:dynamic-sql
SM-AUD-0400,P1,static,dynamic-sql,semantic-memory/src/episodes.rs,417,Dynamic SQL construction should be whitelisted,Identifier or limit formatting is safe only if all inputs are trusted and bounded.,Use whitelisted enums for identifiers and bind parameters for values.,pattern:dynamic-sql
SM-AUD-0401,P2,static,error-default,semantic-memory/src/episodes.rs,641,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0402,P2,static,error-default,semantic-memory/src/episodes.rs,700,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0403,P2,static,error-default,semantic-memory/src/episodes.rs,779,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0404,P2,static,error-default,semantic-memory/src/episodes.rs,843,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0405,P2,static,numeric-cast,semantic-memory/src/graph.rs,34,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0406,P2,static,numeric-cast,semantic-memory/src/graph.rs,55,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0407,P2,static,error-default,semantic-memory/src/graph.rs,99,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0408,P2,static,error-default,semantic-memory/src/graph.rs,469,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0409,P2,static,error-default,semantic-memory/src/graph.rs,597,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0410,P2,static,numeric-cast,semantic-memory/src/graph.rs,607,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0411,P2,static,error-default,semantic-memory/src/graph.rs,680,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0412,P2,static,error-default,semantic-memory/src/graph.rs,691,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0413,P2,static,error-default,semantic-memory/src/graph.rs,702,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0414,P2,static,error-default,semantic-memory/src/graph.rs,714,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0415,P2,static,error-default,semantic-memory/src/graph.rs,726,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0416,P2,static,error-default,semantic-memory/src/graph.rs,737,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0417,P2,static,numeric-cast,semantic-memory/src/graph.rs,767,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0418,P2,static,error-default,semantic-memory/src/graph.rs,819,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0419,P2,static,numeric-cast,semantic-memory/src/graph.rs,832,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
SM-AUD-0420,P2,static,numeric-cast,semantic-memory/src/graph.rs,893,Unchecked numeric cast should be audited,"Numeric casts can truncate, wrap, or lose precision if values are config/user/data derived.","Prefer TryFrom, checked conversion, or explicit range assertion.",pattern:numeric-cast
